Global Logger,9/10/2015,2:51:32 PM
Date, Time, Feet, Volts, Pulses
9/10/15, 14:48:09, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:09, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:09, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:09, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:09, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:09, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:09, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:09, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:09, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:10, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:10, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:10, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:10, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:10, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:10, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:10, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:10, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:10, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:10, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:11, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:11, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:11, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:11, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:11, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:11, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:11, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:11, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:11, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:11, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:12, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:12, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:12, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:12, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:12, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:12, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:12, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:12, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:12, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:12, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:13, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:13, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:13, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:13, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:13, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:13, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:13, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:13, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:13, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:13, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:14, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:14, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:14, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:14, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:14, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:14, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:14, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:14, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:14, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:14, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:15, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:15, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:15, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:15, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:15, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:15, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:15, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:15, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:15, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:15, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:16, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:16, 1.445566, 15.536291, 0.000000
9/10/15, 14:48:16, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:16, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:16, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:16, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:16, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:16, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:16, 1.438940, 15.536291, 0.000000
9/10/15, 14:48:16, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:17, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:17, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:17, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:17, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:17, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:17, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:17, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:17, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:17, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:17, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:18, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:18, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:18, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:18, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:18, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:18, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:18, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:18, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:18, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:18, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:19, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:19, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:19, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:19, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:19, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:19, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:19, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:19, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:19, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:19, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:20, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:20, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:20, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:20, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:20, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:20, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:20, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:20, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:20, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:20, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:21, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:21, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:21, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:21, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:21, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:21, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:21, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:21, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:21, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:21, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:22, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:22, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:22, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:22, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:22, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:22, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:22, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:22, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:22, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:22, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:23, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:23, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:23, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:23, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:23, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:23, 1.439886, 15.536291, 0.000000
9/10/15, 14:48:23, 1.438940, 15.536291, 0.000000
9/10/15, 14:48:23, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:23, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:23, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:24, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:24, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:24, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:24, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:24, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:24, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:24, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:24, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:24, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:24, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:25, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:25, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:25, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:25, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:25, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:25, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:25, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:25, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:25, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:25, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:26, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:26, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:26, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:26, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:26, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:26, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:26, 1.440833, 15.536291, 0.000000
9/10/15, 14:48:26, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:26, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:26, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:27, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:27, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:27, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:27, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:27, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:27, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:27, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:27, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:27, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:27, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:28, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:28, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:28, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:28, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:28, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:28, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:28, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:28, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:28, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:28, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:29, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:29, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:29, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:29, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:29, 1.438940, 15.536291, 0.000000
9/10/15, 14:48:29, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:29, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:29, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:29, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:29, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:30, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:30, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:30, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:30, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:30, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:30, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:30, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:30, 1.441780, 15.536291, 0.000000
9/10/15, 14:48:30, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:30, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:31, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:31, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:31, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:31, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:31, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:31, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:31, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:31, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:31, 1.443673, 15.536291, 0.000000
9/10/15, 14:48:31, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:32, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:32, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:32, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:32, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:32, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:32, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:32, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:32, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:32, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:32, 1.444620, 15.536291, 0.000000
9/10/15, 14:48:33, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:33, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:33, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:33, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:33, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:33, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:33, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:33, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:33, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:33, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:34, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:34, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:34, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:34, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:34, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:34, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:34, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:34, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:34, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:34, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:35, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:35, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:35, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:35, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:35, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:35, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:35, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:35, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:35, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:35, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:36, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:36, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:36, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:36, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:36, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:36, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:36, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:36, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:36, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:36, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:37, 1.442726, 15.523981, 0.000000
9/10/15, 14:48:37, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:37, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:37, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:37, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:37, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:37, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:37, 1.442726, 15.536291, 0.000000
9/10/15, 14:48:37, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:37, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:38, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:38, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:38, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:38, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:38, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:38, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:38, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:38, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:38, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:38, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:39, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:39, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:39, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:39, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:39, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:39, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:39, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:39, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:39, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:39, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:40, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:40, 1.441780, 15.523981, 0.000000
9/10/15, 14:48:40, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:40, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:40, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:40, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:40, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:40, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:40, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:40, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:41, 1.442726, 15.523981, 0.000000
9/10/15, 14:48:41, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:41, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:41, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:41, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:41, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:41, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:41, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:41, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:41, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:42, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:42, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:42, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:42, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:42, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:42, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:42, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:42, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:42, 1.443673, 15.523981, 0.000000
9/10/15, 14:48:42, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:43, 1.441780, 15.523981, 0.000000
9/10/15, 14:48:43, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:43, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:43, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:43, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:43, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:43, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:43, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:43, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:43, 1.446513, 15.530136, 0.000000
9/10/15, 14:48:44, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:44, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:44, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:44, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:44, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:44, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:44, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:44, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:44, 1.443673, 15.523981, 0.000000
9/10/15, 14:48:44, 1.445566, 15.530136, 0.000000
9/10/15, 14:48:45, 1.442726, 15.523981, 0.000000
9/10/15, 14:48:45, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:45, 1.439886, 15.523981, 0.000000
9/10/15, 14:48:45, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:45, 1.441780, 15.523981, 0.000000
9/10/15, 14:48:45, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:45, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:45, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:45, 1.444620, 15.530136, 0.000000
9/10/15, 14:48:45, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:46, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:46, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:46, 1.438940, 15.530136, 0.000000
9/10/15, 14:48:46, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:46, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:46, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:46, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:46, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:46, 1.443673, 15.530136, 0.000000
9/10/15, 14:48:46, 1.442726, 15.530136, 0.000000
9/10/15, 14:48:47, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:47, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:47, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:47, 1.439886, 15.530136, 0.000000
9/10/15, 14:48:47, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:47, 1.440833, 15.530136, 0.000000
9/10/15, 14:48:47, 1.441780, 15.530136, 0.000000
9/10/15, 14:48:47, 1.442726, 15.530136, 0.000000
