Global Logger,9/9/2015,11:19:09 AM
Date Time, Feet, Volts, Pulses
9/9/15 11:05:37, 0.446829, 16.090280, 0.000000
9/9/15 11:05:37, 0.446829, 16.090280, 0.000000
9/9/15 11:05:37, 0.446829, 16.090280, 0.000000
9/9/15 11:05:38, 0.449669, 16.090280, 0.000000
9/9/15 11:05:38, 0.447775, 16.090280, 0.000000
9/9/15 11:05:38, 0.448722, 16.090280, 0.000000
9/9/15 11:05:38, 0.447775, 16.090280, 0.000000
9/9/15 11:05:38, 0.447775, 16.090280, 0.000000
9/9/15 11:05:38, 0.445882, 16.090280, 0.000000
9/9/15 11:05:38, 0.445882, 16.090280, 0.000000
9/9/15 11:05:38, 0.445882, 16.090280, 0.000000
9/9/15 11:05:38, 0.445882, 16.090280, 0.000000
9/9/15 11:05:38, 0.445882, 16.090280, 0.000000
9/9/15 11:05:39, 0.449669, 16.096435, 0.000000
9/9/15 11:05:39, 0.447775, 16.090280, 0.000000
9/9/15 11:05:39, 0.447775, 16.090280, 0.000000
9/9/15 11:05:39, 0.447775, 16.090280, 0.000000
9/9/15 11:05:39, 0.445882, 16.090280, 0.000000
9/9/15 11:05:39, 0.445882, 16.090280, 0.000000
9/9/15 11:05:39, 0.444935, 16.090280, 0.000000
9/9/15 11:05:39, 0.445882, 16.090280, 0.000000
9/9/15 11:05:39, 0.445882, 16.090280, 0.000000
9/9/15 11:05:39, 0.445882, 16.090280, 0.000000
9/9/15 11:05:40, 0.448722, 16.090280, 0.000000
9/9/15 11:05:40, 0.447775, 16.090280, 0.000000
9/9/15 11:05:40, 0.447775, 16.090280, 0.000000
9/9/15 11:05:40, 0.446829, 16.090280, 0.000000
9/9/15 11:05:40, 0.446829, 16.090280, 0.000000
9/9/15 11:05:40, 0.445882, 16.090280, 0.000000
9/9/15 11:05:40, 0.445882, 16.090280, 0.000000
9/9/15 11:05:40, 0.446829, 16.090280, 0.000000
9/9/15 11:05:40, 0.446829, 16.090280, 0.000000
9/9/15 11:05:40, 0.445882, 16.090280, 0.000000
9/9/15 11:05:41, 0.450615, 16.090280, 0.000000
9/9/15 11:05:41, 0.447775, 16.090280, 0.000000
9/9/15 11:05:41, 0.447775, 16.090280, 0.000000
9/9/15 11:05:41, 0.447775, 16.090280, 0.000000
9/9/15 11:05:41, 0.447775, 16.090280, 0.000000
9/9/15 11:05:41, 0.446829, 16.096435, 0.000000
9/9/15 11:05:41, 0.445882, 16.090280, 0.000000
9/9/15 11:05:41, 0.445882, 16.090280, 0.000000
9/9/15 11:05:41, 0.446829, 16.090280, 0.000000
9/9/15 11:05:41, 0.446829, 16.090280, 0.000000
9/9/15 11:05:42, 0.449669, 16.090280, 0.000000
9/9/15 11:05:42, 0.448722, 16.090280, 0.000000
9/9/15 11:05:42, 0.447775, 16.090280, 0.000000
9/9/15 11:05:42, 0.447775, 16.090280, 0.000000
9/9/15 11:05:42, 0.446829, 16.090280, 0.000000
9/9/15 11:05:42, 0.446829, 16.090280, 0.000000
9/9/15 11:05:42, 0.445882, 16.090280, 0.000000
9/9/15 11:05:42, 0.445882, 16.090280, 0.000000
9/9/15 11:05:42, 0.445882, 16.090280, 0.000000
9/9/15 11:05:42, 0.445882, 16.090280, 0.000000
9/9/15 11:05:43, 0.449669, 16.090280, 0.000000
9/9/15 11:05:43, 0.447775, 16.090280, 0.000000
9/9/15 11:05:43, 0.447775, 16.090280, 0.000000
9/9/15 11:05:43, 0.447775, 16.090280, 0.000000
9/9/15 11:05:43, 0.446829, 16.090280, 0.000000
9/9/15 11:05:43, 0.446829, 16.090280, 0.000000
9/9/15 11:05:43, 0.445882, 16.090280, 0.000000
9/9/15 11:05:43, 0.445882, 16.090280, 0.000000
9/9/15 11:05:43, 0.445882, 16.090280, 0.000000
9/9/15 11:05:43, 0.445882, 16.090280, 0.000000
9/9/15 11:05:44, 0.449669, 16.090280, 0.000000
9/9/15 11:05:44, 0.448722, 16.090280, 0.000000
9/9/15 11:05:44, 0.448722, 16.090280, 0.000000
9/9/15 11:05:44, 0.447775, 16.090280, 0.000000
9/9/15 11:05:44, 0.447775, 16.090280, 0.000000
9/9/15 11:05:44, 0.446829, 16.090280, 0.000000
9/9/15 11:05:44, 0.445882, 16.090280, 0.000000
9/9/15 11:05:44, 0.445882, 16.090280, 0.000000
9/9/15 11:05:44, 0.446829, 16.090280, 0.000000
9/9/15 11:05:44, 0.446829, 16.090280, 0.000000
9/9/15 11:05:45, 0.449669, 16.090280, 0.000000
9/9/15 11:05:45, 0.449669, 16.090280, 0.000000
9/9/15 11:05:45, 0.447775, 16.090280, 0.000000
9/9/15 11:05:45, 0.447775, 16.090280, 0.000000
9/9/15 11:05:45, 0.446829, 16.090280, 0.000000
9/9/15 11:05:45, 0.446829, 16.090280, 0.000000
9/9/15 11:05:45, 0.445882, 16.090280, 0.000000
9/9/15 11:05:45, 0.444935, 16.090280, 0.000000
9/9/15 11:05:45, 0.445882, 16.090280, 0.000000
9/9/15 11:05:45, 0.445882, 16.090280, 0.000000
9/9/15 11:05:46, 0.448722, 16.090280, 0.000000
9/9/15 11:05:46, 0.449669, 16.090280, 0.000000
9/9/15 11:05:46, 0.446829, 16.090280, 0.000000
9/9/15 11:05:46, 0.447775, 16.096435, 0.000000
9/9/15 11:05:46, 0.447775, 16.090280, 0.000000
9/9/15 11:05:46, 0.447775, 16.090280, 0.000000
9/9/15 11:05:46, 0.445882, 16.090280, 0.000000
9/9/15 11:05:46, 0.445882, 16.090280, 0.000000
9/9/15 11:05:46, 0.445882, 16.090280, 0.000000
9/9/15 11:05:46, 0.446829, 16.090280, 0.000000
9/9/15 11:05:47, 0.449669, 16.090280, 0.000000
9/9/15 11:05:47, 0.449669, 16.096435, 0.000000
9/9/15 11:05:47, 0.447775, 16.090280, 0.000000
9/9/15 11:05:47, 0.447775, 16.090280, 0.000000
9/9/15 11:05:47, 0.447775, 16.090280, 0.000000
9/9/15 11:05:47, 0.447775, 16.090280, 0.000000
9/9/15 11:05:47, 0.446829, 16.090280, 0.000000
9/9/15 11:05:47, 0.445882, 16.090280, 0.000000
9/9/15 11:05:47, 0.446829, 16.090280, 0.000000
9/9/15 11:05:47, 0.446829, 16.090280, 0.000000
9/9/15 11:05:48, 0.449669, 16.090280, 0.000000
9/9/15 11:05:48, 0.450615, 16.090280, 0.000000
9/9/15 11:05:48, 0.447775, 16.090280, 0.000000
9/9/15 11:05:48, 0.447775, 16.090280, 0.000000
9/9/15 11:05:48, 0.447775, 16.090280, 0.000000
9/9/15 11:05:48, 0.446829, 16.090280, 0.000000
9/9/15 11:05:48, 0.445882, 16.090280, 0.000000
9/9/15 11:05:48, 0.445882, 16.090280, 0.000000
9/9/15 11:05:48, 0.445882, 16.090280, 0.000000
9/9/15 11:05:48, 0.445882, 16.090280, 0.000000
9/9/15 11:05:49, 0.448722, 16.090280, 0.000000
9/9/15 11:05:49, 0.449669, 16.090280, 0.000000
9/9/15 11:05:49, 0.447775, 16.090280, 0.000000
9/9/15 11:05:49, 0.447775, 16.090280, 0.000000
9/9/15 11:05:49, 0.447775, 16.090280, 0.000000
9/9/15 11:05:49, 0.446829, 16.084124, 0.000000
9/9/15 11:05:49, 0.446829, 16.090280, 0.000000
9/9/15 11:05:49, 0.445882, 16.090280, 0.000000
9/9/15 11:05:49, 0.445882, 16.090280, 0.000000
9/9/15 11:05:49, 0.445882, 16.090280, 0.000000
9/9/15 11:05:50, 0.448722, 16.090280, 0.000000
9/9/15 11:05:50, 0.448722, 16.090280, 0.000000
9/9/15 11:05:50, 0.447775, 16.090280, 0.000000
9/9/15 11:05:50, 0.447775, 16.090280, 0.000000
9/9/15 11:05:50, 0.447775, 16.090280, 0.000000
9/9/15 11:05:50, 0.447775, 16.090280, 0.000000
9/9/15 11:05:50, 0.446829, 16.090280, 0.000000
9/9/15 11:05:50, 0.448722, 16.090280, 0.000000
9/9/15 11:05:50, 0.445882, 16.090280, 0.000000
9/9/15 11:05:50, 0.445882, 16.090280, 0.000000
9/9/15 11:05:51, 0.448722, 16.096435, 0.000000
9/9/15 11:05:51, 0.449669, 16.090280, 0.000000
9/9/15 11:05:51, 0.447775, 16.090280, 0.000000
9/9/15 11:05:51, 0.447775, 16.090280, 0.000000
9/9/15 11:05:51, 0.447775, 16.090280, 0.000000
9/9/15 11:05:51, 0.446829, 16.090280, 0.000000
9/9/15 11:05:51, 0.446829, 16.090280, 0.000000
9/9/15 11:05:51, 0.445882, 16.090280, 0.000000
9/9/15 11:05:51, 0.445882, 16.084124, 0.000000
9/9/15 11:05:51, 0.445882, 16.090280, 0.000000
9/9/15 11:05:52, 0.448722, 16.084124, 0.000000
9/9/15 11:05:52, 0.449669, 16.090280, 0.000000
9/9/15 11:05:52, 0.448722, 16.090280, 0.000000
9/9/15 11:05:52, 0.447775, 16.090280, 0.000000
9/9/15 11:05:52, 0.447775, 16.090280, 0.000000
9/9/15 11:05:52, 0.446829, 16.090280, 0.000000
9/9/15 11:05:52, 0.446829, 16.090280, 0.000000
9/9/15 11:05:52, 0.445882, 16.090280, 0.000000
9/9/15 11:05:52, 0.445882, 16.090280, 0.000000
9/9/15 11:05:52, 0.445882, 16.090280, 0.000000
9/9/15 11:05:53, 0.448722, 16.090280, 0.000000
9/9/15 11:05:53, 0.449669, 16.090280, 0.000000
9/9/15 11:05:53, 0.449669, 16.090280, 0.000000
9/9/15 11:05:53, 0.447775, 16.090280, 0.000000
9/9/15 11:05:53, 0.447775, 16.090280, 0.000000
9/9/15 11:05:53, 0.447775, 16.090280, 0.000000
9/9/15 11:05:53, 0.447775, 16.090280, 0.000000
9/9/15 11:05:53, 0.446829, 16.090280, 0.000000
9/9/15 11:05:53, 0.445882, 16.090280, 0.000000
9/9/15 11:05:53, 0.446829, 16.090280, 0.000000
9/9/15 11:05:54, 0.448722, 16.090280, 0.000000
9/9/15 11:05:54, 0.450615, 16.090280, 0.000000
9/9/15 11:05:54, 0.449669, 16.090280, 0.000000
9/9/15 11:05:54, 0.448722, 16.090280, 0.000000
9/9/15 11:05:54, 0.447775, 16.090280, 0.000000
9/9/15 11:05:54, 0.447775, 16.090280, 0.000000
9/9/15 11:05:54, 0.446829, 16.090280, 0.000000
9/9/15 11:05:54, 0.445882, 16.090280, 0.000000
9/9/15 11:05:54, 0.445882, 16.090280, 0.000000
9/9/15 11:05:54, 0.445882, 16.090280, 0.000000
9/9/15 11:05:55, 0.447775, 16.090280, 0.000000
9/9/15 11:05:55, 0.449669, 16.090280, 0.000000
9/9/15 11:05:55, 0.449669, 16.090280, 0.000000
9/9/15 11:05:55, 0.447775, 16.090280, 0.000000
9/9/15 11:05:55, 0.446829, 16.090280, 0.000000
9/9/15 11:05:55, 0.447775, 16.090280, 0.000000
9/9/15 11:05:55, 0.446829, 16.090280, 0.000000
9/9/15 11:05:55, 0.445882, 16.090280, 0.000000
9/9/15 11:05:55, 0.444935, 16.090280, 0.000000
9/9/15 11:05:55, 0.445882, 16.090280, 0.000000
9/9/15 11:05:56, 0.447775, 16.090280, 0.000000
9/9/15 11:05:56, 0.449669, 16.090280, 0.000000
9/9/15 11:05:56, 0.449669, 16.090280, 0.000000
9/9/15 11:05:56, 0.447775, 16.090280, 0.000000
9/9/15 11:05:56, 0.448722, 16.090280, 0.000000
9/9/15 11:05:56, 0.447775, 16.090280, 0.000000
9/9/15 11:05:56, 0.447775, 16.090280, 0.000000
9/9/15 11:05:56, 0.446829, 16.090280, 0.000000
9/9/15 11:05:56, 0.445882, 16.090280, 0.000000
9/9/15 11:05:56, 0.445882, 16.084124, 0.000000
9/9/15 11:05:57, 0.448722, 16.090280, 0.000000
9/9/15 11:05:57, 0.449669, 16.090280, 0.000000
9/9/15 11:05:57, 0.449669, 16.090280, 0.000000
9/9/15 11:05:57, 0.447775, 16.090280, 0.000000
9/9/15 11:05:57, 0.447775, 16.090280, 0.000000
9/9/15 11:05:57, 0.447775, 16.090280, 0.000000
9/9/15 11:05:57, 0.446829, 16.090280, 0.000000
9/9/15 11:05:57, 0.445882, 16.090280, 0.000000
9/9/15 11:05:57, 0.445882, 16.090280, 0.000000
9/9/15 11:05:57, 0.445882, 16.090280, 0.000000
9/9/15 11:05:58, 0.447775, 16.090280, 0.000000
9/9/15 11:05:58, 0.448722, 16.090280, 0.000000
9/9/15 11:05:58, 0.449669, 16.090280, 0.000000
9/9/15 11:05:58, 0.446829, 16.090280, 0.000000
9/9/15 11:05:58, 0.446829, 16.090280, 0.000000
9/9/15 11:05:58, 0.447775, 16.090280, 0.000000
9/9/15 11:05:58, 0.447775, 16.090280, 0.000000
9/9/15 11:05:58, 0.446829, 16.090280, 0.000000
9/9/15 11:05:58, 0.445882, 16.096435, 0.000000
9/9/15 11:05:58, 0.445882, 16.090280, 0.000000
9/9/15 11:05:59, 0.447775, 16.090280, 0.000000
9/9/15 11:05:59, 0.449669, 16.090280, 0.000000
9/9/15 11:05:59, 0.449669, 16.090280, 0.000000
9/9/15 11:05:59, 0.449669, 16.090280, 0.000000
9/9/15 11:05:59, 0.447775, 16.090280, 0.000000
9/9/15 11:05:59, 0.447775, 16.090280, 0.000000
9/9/15 11:05:59, 0.447775, 16.090280, 0.000000
9/9/15 11:05:59, 0.446829, 16.090280, 0.000000
9/9/15 11:05:59, 0.445882, 16.090280, 0.000000
9/9/15 11:05:59, 0.445882, 16.090280, 0.000000
9/9/15 11:06:00, 0.448722, 16.090280, 0.000000
9/9/15 11:06:00, 0.449669, 16.090280, 0.000000
9/9/15 11:06:00, 0.449669, 16.090280, 0.000000
9/9/15 11:06:00, 0.449669, 16.090280, 0.000000
9/9/15 11:06:00, 0.448722, 16.090280, 0.000000
9/9/15 11:06:00, 0.448722, 16.090280, 0.000000
9/9/15 11:06:00, 0.447775, 16.090280, 0.000000
9/9/15 11:06:00, 0.447775, 16.090280, 0.000000
9/9/15 11:06:00, 0.446829, 16.090280, 0.000000
9/9/15 11:06:00, 0.445882, 16.090280, 0.000000
9/9/15 11:06:01, 0.447775, 16.090280, 0.000000
9/9/15 11:06:01, 0.449669, 16.090280, 0.000000
9/9/15 11:06:01, 0.449669, 16.090280, 0.000000
9/9/15 11:06:01, 0.448722, 16.090280, 0.000000
9/9/15 11:06:01, 0.446829, 16.090280, 0.000000
9/9/15 11:06:01, 0.446829, 16.090280, 0.000000
9/9/15 11:06:01, 0.446829, 16.090280, 0.000000
9/9/15 11:06:01, 0.446829, 16.090280, 0.000000
9/9/15 11:06:01, 0.445882, 16.090280, 0.000000
9/9/15 11:06:01, 0.445882, 16.090280, 0.000000
9/9/15 11:06:02, 0.446829, 16.084124, 0.000000
9/9/15 11:06:02, 0.448722, 16.090280, 0.000000
9/9/15 11:06:02, 0.449669, 16.090280, 0.000000
9/9/15 11:06:02, 0.448722, 16.090280, 0.000000
9/9/15 11:06:02, 0.447775, 16.090280, 0.000000
9/9/15 11:06:02, 0.447775, 16.084124, 0.000000
9/9/15 11:06:02, 0.446829, 16.090280, 0.000000
9/9/15 11:06:02, 0.446829, 16.090280, 0.000000
9/9/15 11:06:02, 0.445882, 16.084124, 0.000000
9/9/15 11:06:02, 0.445882, 16.090280, 0.000000
9/9/15 11:06:03, 0.447775, 16.090280, 0.000000
9/9/15 11:06:03, 0.448722, 16.090280, 0.000000
9/9/15 11:06:03, 0.449669, 16.090280, 0.000000
9/9/15 11:06:03, 0.445882, 16.084124, 0.000000
9/9/15 11:06:03, 0.447775, 16.090280, 0.000000
9/9/15 11:06:03, 0.447775, 16.084124, 0.000000
9/9/15 11:06:03, 0.447775, 16.090280, 0.000000
9/9/15 11:06:03, 0.446829, 16.090280, 0.000000
9/9/15 11:06:03, 0.446829, 16.090280, 0.000000
9/9/15 11:06:03, 0.445882, 16.090280, 0.000000
9/9/15 11:06:04, 0.447775, 16.084124, 0.000000
9/9/15 11:06:04, 0.449669, 16.090280, 0.000000
9/9/15 11:06:04, 0.449669, 16.090280, 0.000000
9/9/15 11:06:04, 0.448722, 16.090280, 0.000000
9/9/15 11:06:04, 0.447775, 16.084124, 0.000000
9/9/15 11:06:04, 0.447775, 16.084124, 0.000000
9/9/15 11:06:04, 0.447775, 16.084124, 0.000000
9/9/15 11:06:04, 0.446829, 16.090280, 0.000000
9/9/15 11:06:04, 0.445882, 16.090280, 0.000000
9/9/15 11:06:04, 0.445882, 16.090280, 0.000000
9/9/15 11:06:05, 0.446829, 16.084124, 0.000000
9/9/15 11:06:05, 0.448722, 16.090280, 0.000000
9/9/15 11:06:05, 0.449669, 16.090280, 0.000000
9/9/15 11:06:05, 0.448722, 16.090280, 0.000000
9/9/15 11:06:05, 0.447775, 16.090280, 0.000000
9/9/15 11:06:05, 0.447775, 16.090280, 0.000000
9/9/15 11:06:05, 0.449669, 16.090280, 0.000000
9/9/15 11:06:05, 0.447775, 16.096435, 0.000000
9/9/15 11:06:05, 0.446829, 16.090280, 0.000000
9/9/15 11:06:05, 0.445882, 16.090280, 0.000000
9/9/15 11:06:06, 0.447775, 16.084124, 0.000000
9/9/15 11:06:06, 0.448722, 16.090280, 0.000000
9/9/15 11:06:06, 0.450615, 16.090280, 0.000000
9/9/15 11:06:06, 0.449669, 16.090280, 0.000000
9/9/15 11:06:06, 0.447775, 16.096435, 0.000000
9/9/15 11:06:06, 0.447775, 16.090280, 0.000000
9/9/15 11:06:06, 0.447775, 16.090280, 0.000000
9/9/15 11:06:06, 0.447775, 16.090280, 0.000000
9/9/15 11:06:06, 0.446829, 16.090280, 0.000000
9/9/15 11:06:06, 0.445882, 16.090280, 0.000000
9/9/15 11:06:07, 0.447775, 16.090280, 0.000000
9/9/15 11:06:07, 0.449669, 16.090280, 0.000000
9/9/15 11:06:07, 0.449669, 16.090280, 0.000000
9/9/15 11:06:07, 0.448722, 16.090280, 0.000000
9/9/15 11:06:07, 0.447775, 16.090280, 0.000000
9/9/15 11:06:07, 0.447775, 16.090280, 0.000000
9/9/15 11:06:07, 0.447775, 16.084124, 0.000000
9/9/15 11:06:07, 0.445882, 16.090280, 0.000000
9/9/15 11:06:07, 0.445882, 16.090280, 0.000000
9/9/15 11:06:07, 0.444935, 16.090280, 0.000000
9/9/15 11:06:08, 0.446829, 16.084124, 0.000000
9/9/15 11:06:08, 0.448722, 16.090280, 0.000000
9/9/15 11:06:08, 0.449669, 16.090280, 0.000000
9/9/15 11:06:08, 0.448722, 16.090280, 0.000000
9/9/15 11:06:08, 0.447775, 16.090280, 0.000000
9/9/15 11:06:08, 0.447775, 16.090280, 0.000000
9/9/15 11:06:08, 0.446829, 16.090280, 0.000000
9/9/15 11:06:08, 0.446829, 16.090280, 0.000000
9/9/15 11:06:08, 0.445882, 16.090280, 0.000000
9/9/15 11:06:08, 0.445882, 16.090280, 0.000000
9/9/15 11:06:09, 0.446829, 16.084124, 0.000000
9/9/15 11:06:09, 0.448722, 16.090280, 0.000000
9/9/15 11:06:09, 0.449669, 16.090280, 0.000000
9/9/15 11:06:09, 0.449669, 16.090280, 0.000000
9/9/15 11:06:09, 0.447775, 16.090280, 0.000000
9/9/15 11:06:09, 0.447775, 16.090280, 0.000000
9/9/15 11:06:09, 0.447775, 16.090280, 0.000000
9/9/15 11:06:09, 0.447775, 16.090280, 0.000000
9/9/15 11:06:09, 0.446829, 16.090280, 0.000000
9/9/15 11:06:09, 0.445882, 16.090280, 0.000000
9/9/15 11:06:10, 0.446829, 16.090280, 0.000000
9/9/15 11:06:10, 0.447775, 16.090280, 0.000000
9/9/15 11:06:10, 0.449669, 16.090280, 0.000000
9/9/15 11:06:10, 0.449669, 16.090280, 0.000000
9/9/15 11:06:10, 0.448722, 16.090280, 0.000000
9/9/15 11:06:10, 0.447775, 16.090280, 0.000000
9/9/15 11:06:10, 0.447775, 16.090280, 0.000000
9/9/15 11:06:10, 0.447775, 16.090280, 0.000000
9/9/15 11:06:10, 0.446829, 16.090280, 0.000000
9/9/15 11:06:10, 0.445882, 16.090280, 0.000000
9/9/15 11:06:11, 0.446829, 16.090280, 0.000000
9/9/15 11:06:11, 0.449669, 16.090280, 0.000000
9/9/15 11:06:11, 0.449669, 16.090280, 0.000000
9/9/15 11:06:11, 0.449669, 16.090280, 0.000000
9/9/15 11:06:11, 0.447775, 16.090280, 0.000000
9/9/15 11:06:11, 0.447775, 16.090280, 0.000000
9/9/15 11:06:11, 0.447775, 16.090280, 0.000000
9/9/15 11:06:11, 0.446829, 16.084124, 0.000000
9/9/15 11:06:11, 0.445882, 16.090280, 0.000000
9/9/15 11:06:11, 0.445882, 16.090280, 0.000000
9/9/15 11:06:12, 0.447775, 16.090280, 0.000000
9/9/15 11:06:12, 0.448722, 16.090280, 0.000000
9/9/15 11:06:12, 0.449669, 16.090280, 0.000000
9/9/15 11:06:12, 0.449669, 16.090280, 0.000000
9/9/15 11:06:12, 0.447775, 16.090280, 0.000000
9/9/15 11:06:12, 0.447775, 16.090280, 0.000000
9/9/15 11:06:12, 0.447775, 16.090280, 0.000000
9/9/15 11:06:12, 0.447775, 16.090280, 0.000000
9/9/15 11:06:12, 0.446829, 16.090280, 0.000000
9/9/15 11:06:12, 0.445882, 16.090280, 0.000000
9/9/15 11:06:13, 0.447775, 16.090280, 0.000000
9/9/15 11:06:13, 0.448722, 16.090280, 0.000000
9/9/15 11:06:13, 0.449669, 16.090280, 0.000000
9/9/15 11:06:13, 0.449669, 16.084124, 0.000000
9/9/15 11:06:13, 0.448722, 16.090280, 0.000000
9/9/15 11:06:13, 0.447775, 16.090280, 0.000000
9/9/15 11:06:13, 0.447775, 16.084124, 0.000000
9/9/15 11:06:13, 0.446829, 16.090280, 0.000000
9/9/15 11:06:13, 0.445882, 16.090280, 0.000000
9/9/15 11:06:13, 0.445882, 16.090280, 0.000000
9/9/15 11:06:14, 0.446829, 16.084124, 0.000000
9/9/15 11:06:14, 0.448722, 16.090280, 0.000000
9/9/15 11:06:14, 0.449669, 16.090280, 0.000000
9/9/15 11:06:14, 0.448722, 16.090280, 0.000000
